id,topic,prior_knowledge_needed,paragraph,question_plus,problems
generation-for-nlp-1226,세계사,필요 없음,"“알 자와위는 또한 '이 술탄 무사가 ZKRY라는 마을에 구리 광산을 소유하고 있다고 했는데, 그곳에서 BYTY로 구리괴를 가져온다고 했다’고 했다. “무사는 가져오는 이 조악한 구리 외에는 세금을 낼 것이 내 왕국엔 아무 것도 없다. 세금은 구리에만 내고 있다. 우리는 구리를 이교도 수단 땅으로 보내 무게의 2/3에 해당하는 금을 받고 판다, 100조각을 주고 66과 2/3의 금을 받는다.’고 했습니다. 그는 또한 자신의 왕국에 이교도 민족들이 있는데 이들에게는 조공(지즈야)을 받지 않고 이들을 고용해 금광에서 금을 뽑아내고 있다고 했습니다. 금은 사람 키 높이 정도로 구멍을 파 캐고 있으며 금이 구덩이 옆이나 구덩이 바닥에 있는 것을 발견합니다.” N. Levtzion 및 J.F.P. Hopkins 편집 서아프리카 역사를 위한 초기 아랍어 자료 모음. 케임브리지 대학교 출판부, 1981. 케임브리지 대학교 출판부의 허가를 받아 재인쇄. 알 우마리, 약 1300년–1384년",,"{'question': '자신의 왕국에서는 물건에 부과되는 세금이 없다는 만사 무사의 주장은 말리 왕국의 어떤 점을 가장 잘 나타내고 있습니까?', 'choices': ['말리의 부는 대부분 광물 개발에서 비롯된 것이다.', '말리의 부는 대부분 이교도 이웃을 정복한 데서 비롯된 것이다.', '말리의 부는 대부분 큰 농경지에서 비롯된 것이다.', '말리의 부는 대부분 노예무역 착취에서 비롯된 것이다.'], 'answer': 1}"
generation-for-nlp-1229,사회,필요 없음,"이들의 남성은 성적 질투심이 없다. 이들 중 누구도 아버지로부터 계보를 물려받지 않으며 오히려 외삼촌으로부터 물려받는다. 남자는 자신의 아들들을 제외한 자매의 아들들에게만 재산을 물려줄 수 있다… 이들은 기도를 빠뜨리지 않고, 피크(이슬람 법학)를 공부하며 마음으로 꾸란을 배운다. 여성들 또한 남성 앞에서 겸손하지 않으며 꾸준히 기도를 하지만 베일을 쓰지 않는다. 결혼을 원하는 자가 있다면 할 수 있으나 여성은 남편과 함께 떠나지 않으며 이를 원하는 경우에도 여자의 가족들이 막는다. 여성들은 결혼이 금지된 범위(형제, 아버지 등) 밖의 남성들 중에 친구와 동반자를 가진다. 마찬가지로 남성들 역시 금지된 범위 밖에서 동반자를 갖는다. 이 중 하나가 자신의 집에 동반자와 함께 있는 아내를 찾으러 들어가도 비난하는 사람은 없다. - 1300년대 이븐 바투아의 말리 여행 기록에서 발췌",,"{'question': '말리인들이 자신의 무슬림 신앙을 진지하게 여겼음을 위의 글 어디에서 알 수 있습니까?', 'choices': ['계보가 모계에서 내려온다.', '이슬람법을 신실하게 배운다.', '남자들은 성적 질투심에 넘어가지 않는다.', '사람들은 성별에 관계없이 누구와도 우정을 나눈다.'], 'answer': 2}"
generation-for-nlp-1231,사회,필요 없음,"""텡크테리족의 등장 이전에는 브루크테리족이 등장했지만, 현재 일반적으로는 차마비족과 앙그리바리족이 그들의 정착지에 들어가 쫓아낸 이후 [이웃] 부족의 도움으로 그들을 완전히 절멸시켰다고 여겨진다. 이들은 폭정에 대항하고자 행동했거나 약탈의 유혹 때문에, 또는 하늘의 [호의적인] 뜻에 따라 행동했던 것이다. 갈등의 광경으로 인한 원한은 일어나지도 않았다. 6만 명이 넘는 목숨이 로마의 병력과 무기 아래 쓰러진 것이 아니라 훨씬 더 거대한 것을 위해 위해 기꺼이 스러졌다. 부디 부족들이 우리에 대한 사랑은 아니더라도 서로에 대한 증오는 항상 간직하기를 기도한다. 운명은 제국의 손에 의해 우리가 몰락하게 만들었지만, 운명이 가져오는 적들 사이의 불화만큼 더 큰 축복은 존재하지 않기 때문이다.”",,"{'question': '위 발췌에 표현된 견해는 로마 사회의 어떠한 점을 가장 극명하게 보여주고 있습니까?', 'choices': ['야만 민족에 대한 혐오', '야만인들의 공격에 대한 우려', '귀족사회의 스토아 철학 부재', '대규모 군대 유지'], 'answer': 2}"
generation-for-nlp-1236,사회,필요 없음,동성애자 해방 운동의 장기적 목표는 억압의 근본이 되는 성 역할 시스템을 사회에서 제거하는 것으로 이는 이 사회의 제도적 성 차별과 우리가 불가피한 갈등을 빚도록 하고 있습니다. 이는 남성과 여성이 좁은 정의의 성 역할을 따르도록 하는 사회적 압박을 제거함으로써 쟁취할 수 있습니다. 특히 어린이와 청소년들이 스테레오타입에 따라 본능과 다르게 행동하지 않고 자신의 재능과 흥미를 기르고 자신의 개성을 표현하도록 하기 위해 중요합니다. 이러한 변화는 우리만으로는 불가능하며 성별 고정관념을 제거하는 것은 여성 해방의 필수 조건이기도 하므로 여성 해방운동과 전략적 동맹을 추구하며 긴밀한 관계 속에서 우리의 사상과 실천을 발전시켜 나가고자 합니다. 이러한 동맹을 구성하기 위해 동성애자 해방 운동의 형제들은 자신들이 여전히 갖고 있는 남성 특권과 남성 우월주의를 어느 정도 내려놓을 필요가 있습니다.,,"{'question': '다음 중 본문에 따르면 본문 3의 저자들이 동성애자 해방을 달성하는 데 있어 장애물이라고 본 것은?', 'choices': ['확고한 사회적 성 역할', '여성 인권 운동과의 충돌', '일부 인종의 다른 인종에 대한 사회적 특권', '임금 불평등'], 'answer': 1}"
generation-for-nlp-1245,세계사,필요 없음,"시리아의 통치자는 나를 군대의 지휘관으로 수 년 동안 이용했다. 내가 가는 땅마다 나는 극복했다. 푸른 땅을 파괴하고 우물을 파괴하고 가축을 빼앗고 거주지를 빼앗고 식량을 빼앗았다. 그리고 [많은] 사람들을 죽였다…내 칼로, 활로, 행군으로, 좋은 무기로. 통치자는 나의 우수성을 마음에 들어 했다, 나를 사랑했고 나의 용맹함을 알았다. …그리고는 나의 성공을 본 뒤 아들들의 스승으로 삼았다. 그 때 시리아의 챔피언이 나타났다. 내 막사에서 내게 저항하는 누구도 따라올 수 없는 용기있는 사람으로 라이벌을 전부 물리쳤다. 그는 말했다. “사네핫과 싸우고 싶다.” 그는 나를 극복할 방법을 생각해 냈다. 내 가축을 빼앗아 그의 부족의 조언을 받도록 했다. 사네핫 이야기, 중세 왕국 시기의 이집트 시 ca.1800 B.C.E.",,"{'question': '다음 중 초기 문명의 통치자들에게 국가 간 갈등이 지니는 가장 일반적인 정치적 중요성을 가장 잘 설명한 것은?', 'choices': ['외부인에 대한 승리는 국가의 지도자에게 정당성을 부여했다.', '외부인에 대한 승리는 농업 시스템을 유지할 수 있는 노예 노동력을 제공했다.', '외부인에 대한 승리는 다른 심들에 대한 신성력의 우위를 보여주었다.', '외부인에 대한 승리는 국가 지도자들에게 정복한 국가의 엘리트들을 정복 세력에 편입할 수 있도록 했다.'], 'answer': 1}"
generation-for-nlp-1250,국제,필요 없음,"“아프리카가 세계 평화에 기여할 수 있는 가장 큰 방법은 정치적 연합을 구성해 내부 분열에 내재되어 있는 모든 위험을 피하고 성공적인 연합 구성을 통해 분열된 세계에 모범을 보이는 것입니다. 아프리카 국가들의 연합은 아프리카의 특성을 보다 효과적으로 대표할 것입니다. 이를 통해 크기와 영향력만을 중요시하는 세계에서 존경을 받을 것입니다. 세계 각국은 사하라 사막에서 프랑스가 실시한 원자 폭탄 실험에 대한 아프리카의 반대에 거의 관심을 주지 않았으며, 콩고 공화국이 무정부 상태로 혼란스러운 와중에 콩고에서 유엔이 헌법적 미묘함을 두고 이의를 제기하는 불명예스러운 광경은 열강들이 아프리카의 독립성을 완전히 무시한다는 증거입니다."" 콰메 은쿠르마, 가나 지도자, 1961",,"{'question': '위 글은 다음 중 무엇의 분명한 예시입니까?', 'choices': ['아프리카에서의 실패한 통일 시도에 대한 반응', '아프리카에 대한 유엔의 개입 요청', '현대 사회에서 아프리카의 지위를 상승시키기 위한 제안', '아프리카에서 자본주의의 영향에 대한 극렬한 반대'], 'answer': 3}"
generation-for-nlp-1258,세계사,필요 없음,이 질문은 다음 정보를 참조한다. 그러나 로마의 쇠락은 지나친 위대함의 자연스럽고 필연적인 결과였다. 번영은 부패의 법칙을 익어가게 했다. 정복 범위가 넓은 만큼 파멸의 원인이 더 늘어났으며 시간 또는 사건이 인공의 지지를 제거하자마자 로마라는 거대한 무언가는 스스로의 무게를 버티지 못했다. 먼 옛날의 전쟁에서 이방인과 용병의 악행으로 승리한 부대는 먼저 공화국의 자유를 억압했고 그 다음엔 보라색의 왕권을 위협했다. 자신의 안위와 공공의 평화를 잃을까 두려워한 황제들은 자신들을 국가 내외부로 단결시켜주던 엄격한 규율을 타락시키는 기초 방편으로 전락했다. 이로 인해 군의 사기는 바닥을 쳤다. 이렇게 로마의 세상은 몰려오는 야만인들에게 정복당했다.,,"{'question': '저자가 위 문구에서 의미한 바는?', 'choices': ['지배자들이 지나치게 부유해져서 전복되었다.', '제국을 효과적으로 지배하기엔 너무 커졌다.', '무언가 자라기 시작하면서 부패가 시작되었다.', '정복과 번영은 상호 배타적이다.'], 'answer': 2}"
generation-for-nlp-1263,사회,필요 없음,"프랑스 혁명의 위대한 순수성이야말로 우리의 약점과 강점 모두를 끌어내는 것입니다. 강점은 프랑스 혁명으로 인해 공적 이익을 사적 이익보다 우선시할 권리를 얻은 것이고, 약점은 모든 악한 이들이 우리를 적대시하게 된다는 것입니다. 우리는 공화국 내 외부의 적들을 불태우지 않으면 공멸하고 말 것입니다. 현재 상황에서 여러분들의 정책에 있어 첫 번째 원칙은 이성으로 국민을 이끌고 국민의 적은 공포로 이끌어야 한다는 것입니다. 공포란 다름아닌 정의롭고, 즉각적이며 엄격하고 유연하지 않은 것입니다. 따라서 공포는 미덕의 발현입니다. 현재 우리나라가 가장 시급히 요구하고 있는 민주주의의 일반 원칙의 결과로써 적용된 것이지 무언가 특별한 원칙이 아닙니다.",,"{'question': '다음 중 위 글이 표현하고자 하는 정치적 원칙은?', 'choices': ['각자의 능력에 따라, 각자의 필요에 따라', '힘이 정의를 만든다', '목적은 수단을 정당화한다', '정부의 간섭이 적을수록 좋은 정부다'], 'answer': 3}"
generation-for-nlp-1281,국제,필요 없음,"“아프리카가 세계 평화에 기여할 수 있는 가장 큰 방법은 정치적 연합을 구성해 내부 분열에 내재되어 있는 모든 위험을 피하고 성공적인 연합 구성을 통해 분열된 세계에 모범을 보이는 것입니다. 아프리카 국가들의 연합은 아프리카의 특성을 보다 효과적으로 대표할 것입니다. 이를 통해 크기와 영향력만을 중요시하는 세계에서 존경을 받을 것입니다. 세계 각국은 사하라 사막에서 프랑스가 실시한 원자 폭탄 실험에 대한 아프리카의 반대에 거의 관심을 주지 않았으며, 콩고 공화국이 무정부 상태로 혼란스러운 와중에 콩고에서 유엔이 헌법적 미묘함을 두고 이의를 제기하는 불명예스러운 광경은 열강들이 아프리카의 독립성을 완전히 무시한다는 증거입니다.""",,"{'question': '다음 중 은크루마가 아프리카가 ""분열에 내재된 모든 위험을 피해야 한다""고 생각하는 이유를 설명하는 것은?', 'choices': ['아프리카 국가들은 연합 없이는 독립을 얻어낼 수 없다.', '많은 아프리카 국가들을 혼란에 빠지게 한 것은 분열이다.', '아프리카 대륙은 이미 내전을 경험했다.', '세계 공동체는 권력을 규모와 영향력의 기능으로 본다.'], 'answer': 4}"
generation-for-nlp-1288,사회,필요 없음,"“우리는 유럽인이 아닌 인도인입니다. 그러나 우리는 스페인과 원주민의 혼혈입니다. 태어난 곳은 아메리카지만 법적으로는 유럽인인 우리는 양면의 문제를 마주하고 있습니다. 소유권을 두고는 원주민들과 다투는 동시에 침략자들의 반대에 맞서 우리를 낳아준 나라에서 스스로를 지키기 위해 싸우고 있습니다. 그렇기에 우리의 입장이 가장 특이하고 복잡한 것입니다. 이 뿐만이 아닙니다. 우리의 역할이 항상 엄격하게 수동적이고 정치적인 존재감이 없었기에 항상 자유를 위한 우리의 여정이 지금에 이르러서는 더욱 얻기 어려워졌다는 것입니다. 우리는 노예보다 낮은 위치에서 자유 뿐만 아니라 국내의 독재에 저항할 권리마저 빼앗겼습니다…힘보다 기만에 의해 더 많이 지배당했고 미신보다 악행에 의해 더 모욕당했습니다. 노예제는 어둠의 딸입니다. 무지한 사람은 스스로를 파괴하는 맹목적인 도구에 불과합니다. 야망과 음모는 정치, 경제, 시민 사회적 지식이 모두 없는 사람들의 신뢰와 경험을 악용합니다. 이들은 순수한 환상을 현실처럼 받아들입니다. 자유 대신 허가를, 애국심 대신 배신을, 정의 대신 복수를 택합니다. 만일 집착적인 훈련으로 자유를 얻는 데에 성공하더라도 사람들은 곧 자유를 잃게 될 것입니다. 행복이란 미덕을 실천하는 데에 있다는 사실을, 법은 유연하지 않으므로 모두가 법에 따라 자비로운 엄격함에 복종해야 하기 때문에 법은 독재자보다 강력하다는 사실을, 올바른 도덕은 법의 기반이지 강제가 아님을, 정의를 실천하는 것은 자유를 실천하기 위함임을 설명해도 소용이 없을 것이기 때문입니다.",,"{'question': '다음 중 위 글의 저자가 법 제도가 제대로 기능하기 위해 충족해야 한다고 본 요건은?', 'choices': ['진실과 종교', '자유와 민주주의', '지능과 질서', '도덕과 정의'], 'answer': 4}"
generation-for-nlp-1296,ETC,필요 없음,"“신들이 길가메시*를 편애하여 그에게 완벽한 모습을 주었다. 영광스러운 태양 샤마쉬는 그에게 영광을 부여했고, 무서운 폭풍의 신 아다다는 그에게 용기를 부여했다. 위대한 신들은 모든 것을 뛰어넘은 그의 장엄함을 완벽하게 다듬었으며 마치 거대한 야생 황소와도 같은 위용이었다. 신들은 그를 3분의 2는 신, 3분의 1은 인간으로 만들었다.
길가메시는 성소인 신성한 에안나 사원의 성벽과 우루크의 거대한 성벽을 쌓았다. 구리빛으로 빛나는 외벽을 보라. 무엇도 견줄 수 없는 내벽을 보라. 고대로부터 내려오는 입구석을 보라. 그대는 에안나 사원으로 가라. 이슈타르가 사는 곳이니 후대의 어떤 왕이나 인간도 대등할 수 없다. 우루크의 성벽에 올라 거닐며 모퉁잇돌을, 벽돌의 구조를 보라. 성벽이 구운 벽돌로 만들어지지는 않았는지, 일곱 현자가 기초를 놓았는지 보라. 3분의 1은 도시, 3분의 1은 정원, 3분의 1은 초원이며 나머지는 이슈타르 신전을 위한 구역이다. 이러한 구역들이 우루크를 구성한다.”",,"{'question': '다음의 고대 도시에 관한 내용 중 두 번째 문단의 우루크에 대한 논의로 가장 잘 뒷받침되는 것은 무엇인가?', 'choices': ['고대 도시는 공격을 막아내는 효과적인 방어 시설이 부족했다.', '고대 도시는 수호신을 숭배하는 공간으로 사용되었다.', '고대 도시는 일반적으로 신전을 소박한 방식으로 장식했다.', '고대 도시는 군대를 훈련시키기 위한 공간으로 사용되었다.'], 'answer': 2}"
generation-for-nlp-1303,사회,필요 없음,"이 질문은 다음 정보를 참조한다. 만약 당신이 이혼하길 바란다면 탓하지 않겠소. 너무 오랫동안 기다리게 만들었으니 말이오. 신께서 금방 이 일을 해결해주시어 날 집에 보내주실지, 혹은 시간이 더 걸리게 될지 모르겠소. 아무런 성과도 없이 집으로 돌아갈 수는 없으니. 이제 선택은 당신에게 달렸소. 우리의 결혼을 끝내고 싶다면 이 이혼장을 받아주시오. 그렇다면 당신은 자유롭게 될 것이니. 신께서 당신이 올바른 결정을 내리도록 돕길 바라겠소. 인도의 유대인 상인이 카이로에 있는 아내에게 보낸 편지, 1200년 경",,"{'question': '다음 중 위의 구절에서 분명하게 나타나는 결혼 생활의 긴장에 대한 가장 가능성 높은 원인은 무엇인가?', 'choices': ['장기간의 별거로 인해 상인 가문에 가해지는 부담', '상인의 힌두교에 대한 노출로 인해 발생하는 종교적 갈등', '인도에 영구적으로 머물기로 한 상인 측의 결정', '파산으로 인해 상인이 집에서 멀리 떨어져 살게 됨'], 'answer': 1}"
generation-for-nlp-1305,세계사,필요 없음,"“신들이 길가메시*를 편애하여 그에게 완벽한 모습을 주었다. 영광스러운 태양 샤마쉬는 그에게 영광을 부여했고, 무서운 폭풍의 신 아다다는 그에게 용기를 부여했다. 위대한 신들은 모든 것을 뛰어넘은 그의 장엄함을 완벽하게 다듬었으며 마치 거대한 야생 황소와도 같은 위용이었다. 신들은 그를 3분의 2는 신, 3분의 1은 인간으로 만들었다. 길가메시는 성소인 신성한 에안나 사원의 성벽과 우루크의 거대한 성벽을 쌓았다. 구리빛으로 빛나는 외벽을 보라. 무엇도 견줄 수 없는 내벽을 보라. 고대로부터 내려오는 입구석을 보라. 그대는 에안나 사원으로 가라. 이슈타르가 사는 곳이니 후대의 어떤 왕이나 인간도 대등할 수 없다. 우루크의 성벽에 올라 거닐며 모퉁잇돌을, 벽돌의 구조를 보라. 성벽이 구운 벽돌로 만들어지지는 않았는지, 일곱 현자가 기초를 놓았는지 보라. 3분의 1은 도시, 3분의 1은 정원, 3분의 1은 초원이며 나머지는 이슈타르 신전을 위한 구역이다. 이러한 구역들이 우루크를 구성한다.”",,"{'question': '본문의 첫 번째 단락에 있는 길가메시에 대한 설명은 다음 중 어떤 고대 지도자에 대한 진술을 가장 직접적으로 뒷받침하는가?', 'choices': ['고대 지도자들은 복잡한 법률 규정을 숙달한 것으로 높이 평가되었다.', '고대 지도자들은 축산에 대한 전문적인 지식을 가지기를 기대되었다.', '고대 지도자들은 그들의 적법성을 강화하기 위해 신성한 기원을 가지게 되었다.', '고대 지도자들은 외모로 평가되지 않았다.'], 'answer': 3}"
generation-for-nlp-1306,세계사,필요 없음,"""텡크테리족의 등장 이전에는 브루크테리족이 등장했지만, 현재 일반적으로는 차마비족과 앙그리바리족이 그들의 정착지에 들어가 쫓아낸 이후 [이웃] 부족의 도움으로 그들을 완전히 절멸시켰다고 여겨진다. 이들은 폭정에 대항하고자 행동했거나 약탈의 유혹 때문에, 또는 하늘의 [호의적인] 뜻에 따라 행동했던 것이다. 갈등의 광경으로 인한 원한은 일어나지도 않았다. 6만 명이 넘는 목숨이 로마의 병력과 무기 아래 쓰러진 것이 아니라 훨씬 더 거대한 것을 위해 위해 기꺼이 스러졌다. 부디 부족들이 우리에 대한 사랑은 아니더라도 서로에 대한 증오는 항상 간직하기를 기도한다. 운명은 제국의 손에 의해 우리가 몰락하게 만들었지만, 운명이 가져오는 적들 사이의 불화만큼 더 큰 축복은 존재하지 않기 때문이다.”",,"{'question': '이 구절은 다음의 기원전 600년에서 기원후 600년 동안 ""야만인""(외국인) 민족에 대한 제국주의 대우에 관한 결론 중 어느 것을 가장 직접적으로 뒷받침하는가?', 'choices': ['제국은 제국에 대한 위협을 줄이기 위해 경쟁 부족들이 서로를 파괴하도록 장려했다.', '제국은 군사적 인적 자원 혹은 경제적 생산성을 위해 야만인의 이주를 환영했다.', '제국은 영향력을 확대하는 수단으로 모든 인근 야만인들에 대해 군사력을 행사했다.', '제국은 종교를 이용해서 야만인들을 개종시켜 그들을 국가에 더 우호적으로 만들었다.'], 'answer': 1}"
generation-for-nlp-1310,국제,필요 없음,당사국은 유엔 헌장에 규정된 바에 따라 관련될 수 있는 모든 국제 분쟁을 국제 평화와 안보 및 정의를 위협하지 않는 평화적인 수단으로 해결할 것을 약속하며 유엔의 목적에 반하는 방식으로 무력을 사용하거나 위협하는 행위를 삼가할 것을 약속합니다.,,"{'question': '조약에 따르면, 첫 번째 문단에 언급된 유엔은 다음 중 어떤 예시에 걸맞는가?', 'choices': ['전 세계에 이념주의 주장하는 데 전념하는 조직', '어떤 상황에서도 국가간 무력행사를 반대하는 단체', '세계 각국의 분쟁 중재 수단을 제공하는 데 전념하는 조직', '국경을 넘어 자유 무역을 확대하는 데 전념하는 조직'], 'answer': 3}"
generation-for-nlp-1313,세계사,필요 없음,"사실 칸푸르 학살이 특히 무서운 점은 이것을 자행한 자가 피지배 민족이었다는 것이다. 흑인 남성들은 대담하게도 주인의 피를 흘렸을 뿐 아니라 힘 없는 여자와 아이들의 피까지도 손에 묻혔다. 이것은 노예 전쟁일 뿐 아니라 종교 전쟁이자 인종 전쟁이고, 복수의 전쟁이자 희망의 전쟁, 그리고 이방인의 지배를 벗어 던진 채 원주민 지도자의 권력을 재건하고 토착 종교의 지배를 원상복구 하려는 국가 차원의 선동 전쟁이었다. 반란과 폭동의 원인이 무엇이었든 지도자들이 자신의 목적을 이루기 위해 하나같이 본능처럼 동원한 방식 중 하나는 자신들의 손에 떨어진 모든 백인 남성, 여성, 아이들을 죽이는 것이었다. 영국 저널리스트 윌리엄 하워드 러셀, 나의 인도 반란 일기, 1860 영국의 인도 점령에서 핵심 요소는 폭력이었다는 점을 반드시 강조해야 한다. 지배권력은 자신에게 칼끝을 겨누는 폭력을 언제나 불편하게 여긴다. 따라서 폭력을 쓸 수 있는 권리는 보편적으로 권력을 쥔 자들이 그 아래 계층의 사람들과 공유하는 것을 거부한 채 자기들끼리만 누리는 특권이다. 권력은 언제나 폭력에 대한 배타적 독점권을 주장한다. 인도를 지배한 영국은 전제군주국으로서 폭력 독점 구조를 치밀하게 구축했다. 1857년 반란은 공식적인 외세의 폭력을 피식민 세력의 토착 폭력으로 맞서 이러한 독점 구조를 산산이 부순 것이다. 영국인이 인도에서 부여받는 특정한 지위는 출생과 피부색에 따라 운명지워진 것이었다. 이것이 영국인들의 지배, 영국인들의 우월성의 조건이었다. 지배하는 자와 지배받는 자는 우월한 인종과 열등한 인종으로, 문명인과 비문명인으로 위계가 생겼다. 그리고 이 우월성은 인도인이 “인간”임을 부정하는 것으로, 그들을 동물로 생각하고 동물처럼 대하는 것으로 나타났다. 루드랑슈 무케르지, “인도의 1857년 봉기와 칸푸르 학살,” 1990",,"{'question': '첫 번째 구절의 관점에서 카운포르에서의 영국 시민의 죽음은 다음 중 무엇으로 나타나는가?', 'choices': ['""열등한"" 종족이 ""상위"" 종족을 배신한 것으로 보인다.', '유감스럽지만 피할 수 있는 실수로 보아야 한다.', '영국인이 직접 자초한 것이라고 할 수 있다.', '그들을 죽인 사람들은 그것을 종교적 의무로 여겼다.'], 'answer': 1}"
generation-for-nlp-1320,세계사,필요 없음,"몽골의 통치자인 칸들이 권력의 절정기에 방대한 영토를 확보함으로써 과거에 적대적이었던 민족들이 평화를 유지하고 사실상 모든 종교가 용인되었다… 징기스칸에 처음으로 공표한 법전에서는 인간의 상호작용을 명령했다. 그 결과로 국제 사회에 새로운 중요한 국면이 시작되었다. 동유럽에서 남중국까지 상인과 여행자들은 치안이 철저한 몽골 영지 내에서 생명이나 재산을 잃을 걱정 없이 이동할 수 있었다. 유럽, 아시아, 중동의 대부분을 장악하거나 연결하고 있던 방대한 몽골 영토는 동반구 문명을 잇는 다리 역할을 했다. 몽골 땅을 횡단한 상단과 사절단은 새로운 음식, 발명품, 사상을 한 문명권에서 다른 문명권으로 이동시켜 문명권 간의 중개자 역할을 했던 유목민들에게 전달했다. 안전한 무역 루트가 성공한 상인들과 부유한 대도시를 위해 구성되었다. 이들은 또한 음식[과] 발명품의 전파도 지원했다… 이는 경제 및 사회적 발전을 크게 가속시켰으며 문명화된 삶을 강화하게 되었다.",,"{'question': '몽골 제국의 유산 혹은 유산의 각색에는 다양한 형태가 존재한다. 특히 여기에는 다음 중 어떤 것이 포함되는가?', 'choices': ['공공 도서관', '보편 보건의료', '체스 게임', '종교적 관용'], 'answer': 4}"
generation-for-nlp-1322,세계사,필요 없음,"중세의 이론가 중에는 지하드가 방어 전쟁이라고 주장하는 사람도 일부 있었으나… 대부분의 권위자들은 전 세계가 이슬람의 지배권에 들어오기 전까지는 지하드의 의무가 계속되었다는 데 의견을 같이 했다. 바르(Barh) [1150년대 혹은 1160년대에 쓰여진 알파이드 혹은 ‘귀중한 덕의 바다’]에 따르면 무슬림 지도자의 첫 번째 의무는 지하드를 추진해 이슬람의 승리를 가져오는 것이다. 만일 그가 그렇게 하지 않고 이교도와 화해한다면 그 지도자는 세상을 타락시키는 것이므로 차라리 죽는 편이 더 낫다. 로버트 어윈, “이슬람과 십자군전쟁,” 1995 레바논 산 근처의 그리스도인들이 무슬림 은둔자를 보면 음식을 가져다 주고 친절하게 대하면서 이들은 위대하고 영광스러운 신에 헌신하는 자들이니 그들과 무엇이든 나눠야 한다고 말하는 것이 이상하다. 마찬가지로 무슬림 영토를 지나가던 그리스도교 상인이 붙잡히거나 방해받는 경우는 단 한 건도 없었다. 이븐 주바이르, 무슬림 학자, 메카와 예루살렘으로 이동 중, 1185년",,"{'question': '두 번째 구절은 다음 중 어떤 방식을 통해 전통적인 역사적 가정을 약화시키는가?', 'choices': ['십자군 시대 중동 지역의 국가 차원의 적대감이 항상 개인이나 경제 생활에 반영되지 않았음을 보여준다.', '십자군 시대의 중동 무슬림들이 기독교인만큼 종교적 의무를 심각하게 받아들이지 않았음을 보여준다.', '십자군 시대에 무슬림이 중동의 기독교인보다 전반적으로 얼마나 친절했는지 보여준다.', '십자군 시대의 중동에서는 경제적 요인이 다른 모든 고려 사항보다 우선했음을 보여준다.'], 'answer': 1}"
generation-for-nlp-1323,세계사,필요 없음,"“이 시기 북부 인도에서 개별 국가의 존재는 대개 그저 말에 불과했다. 무굴에 세금을 내는 자민다르는 분명 종속적인 위치에 있었으며, 주권을 주장하고 싶을 경우 첫 번째 단계는 세금 납부를 거부하거나 내지 않는 것이었다. 하지만 그렇게 세금을 내지 않는 것은 여러 다른 원인이 있을 수 있으며, 라즈푸타나나 중앙 인도, 초타나그푸르에는 법률가들이 이례적이라고 간주할 만한 위치에 있는 족장과 부족이 무수히 많았다. 이들은 정해진 세금을 내기도 하지만 때로는 대놓고 저항하기도 하고, 무굴 당국이 강압 조치를 시행하는 게 불편하다고 판단해 사실상 독립 상태를 영위하기도 했다.",,"{'question': '무굴 제국의 수익 징수에 대한 모어랜드의 설명은 다음 일반화 중 어느 것에 대한 증거로 가장 잘 나타내지는가?', 'choices': ['특정 종교를 믿는 사람들만이 제국에 수입을 지불해야 했다.', '지리적 차이는 세금을 납부하는 그룹에 영향을 미칠 수 있다.', '수익 징수는 무굴 제국이 운영하는 유일한 자금원이었다.', '라즈푸타나의 경우는 무굴 제국의 전형적인 사례였다.'], 'answer': 2}"
generation-for-nlp-1325,경제,필요 없음,"린 쩌쉬, 중국 무역 대표, 빅토리아 여왕에게 보낸 편지, 1839. 그렇다면 어떤 논리에 따라 이 외국인들은 보답으로 독약을 보내는 것인가? 이들이 마음속에 그런 사악한 의도를 품고 있다는 건 아니나 이들의 부에 대한 욕심으로 인해 우리에게 입히는 피해에 대해 전혀 신경 쓰지 않고 있다는 사실을 분명히 주장하는 바이다! 그렇다면 우리는 하늘이 모든 인간에게 심어주신 양심은 어디에 있는지 묻고 싶다. 당신의 나라에서도 아편은 철저하게 금지되어 있다고 들었다. 이는 아편이 인류에게 얼마나 해로운지 당신도 잘 알고 있다는 강력한 증거다. 당신의 나라에 해를 끼치지 않도록 금지한 약물이라면 이 해로운 약이 다른 나라로 넘어가게 두어서도 아니되며, 그 무엇보다 내륙으로 들어가게 해서는 안된다! 중국에서 수출하는 물건 중에 인류에게 어떠한 형태로든 유익하지 않은 물건은 없다.",,"{'question': '이 구절은 다음 중 어떤 폭넓은 전개와 가장 밀접하게 관련되어 있는가?', 'choices': ['유럽의 중국인 노예화', '유럽의 중국에서의 선교 활동 확장', '유럽의 중국에 대한 경제적 지배', '유럽의 중국 영토 식민지화'], 'answer': 3}"
